pid	title	link	pubdate
17145953	Immunogenicity of eight dormancy regulon-encoded proteins of Mycobacterium tuberculosis in DNA-vaccinated and tuberculosis-infected mice.	http://www.ncbi.nlm.nih.gov/pubmed/17145953	1331159922
9304784	Cloning, functional expression, and complementation analysis of an inorganic pyrophosphatase from Bartonella bacilliformis.	http://www.ncbi.nlm.nih.gov/pubmed/9304784	1331527053
2549006	Isolation and sequence of ctaA, a gene required for cytochrome aa3 biosynthesis and sporulation in Bacillus subtilis.	http://www.ncbi.nlm.nih.gov/pubmed/2549006	1331480929
20026078	Binding of S-methyl-5'-thioadenosine and S-adenosyl-L-methionine to protein MJ0100 triggers an open-to-closed conformational change in its CBS motif pair.	http://www.ncbi.nlm.nih.gov/pubmed/20026078	1331480715
9042755	The alternative sigma factor sigmaB in Staphylococcus aureus: regulation of the sigB operon in response to growth phase and heat shock	http://www.ncbi.nlm.nih.gov/pubmed/9042755	1331527026
387752	Nucleotide sequence of the intercistronic region preceding the gene for RNA polymerase subunit alpha in Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/387752	1331160047
10498702	Identification and characterization of a determinant (eep) on the Enterococcus faecalis chromosome that is involved in production of the peptide sex pheromone cAD1.	http://www.ncbi.nlm.nih.gov/pubmed/10498702	1331479499
2661269	N-terminal region of Proteus mirabilis glutathione transferase is not homologous to mammalian and plant glutathione transferases.	http://www.ncbi.nlm.nih.gov/pubmed/2661269	1331480962
7592828	Arabidopsis thaliana NADPH oxidoreductase homologs confer tolerance of yeasts toward the thiol-oxidizing drug diamide.	http://www.ncbi.nlm.nih.gov/pubmed/7592828	1331481352
16669103	Nucleotide Sequence of a cDNA for Catalase from Arabidopsis thaliana.	http://www.ncbi.nlm.nih.gov/pubmed/16669103	1331480442
11927568	Structure of small protein B: the protein component of the tmRNA-SmpB system for ribosome rescue.	http://www.ncbi.nlm.nih.gov/pubmed/11927568	1331479850
1541262	Glutamyl-tRNA synthetase from Thermus thermophilus HB8. Molecular cloning of the gltX gene and crystallization of the overproduced protein.	http://www.ncbi.nlm.nih.gov/pubmed/1541262	1331480244
1569059	Molecular cloning, sequencing, deletion, and overexpression of a methionine aminopeptidase gene from Saccharomyces cerevisiae.	http://www.ncbi.nlm.nih.gov/pubmed/1569059	1331480297
10318893	Assessment of the allosteric mechanism of aspartate transcarbamoylase based on the crystalline structure of the unregulated catalytic subunit.	http://www.ncbi.nlm.nih.gov/pubmed/10318893	1331479444
8550484	Isolation of Vibrio harveyi acyl carrier protein and the fabG, acpP, and fabF genes involved in fatty acid biosynthesis.	http://www.ncbi.nlm.nih.gov/pubmed/8550484	1331526971
9846746	The product of the yvoC (gerF) gene of Bacillus subtilis is required for spore germination.	http://www.ncbi.nlm.nih.gov/pubmed/9846746	1331527104
2841344	Transcriptional organization of the dnaN and recF genes of Escherichia coli K-12.	http://www.ncbi.nlm.nih.gov/pubmed/2841344	1331160048
12475234	Crucial role of conserved lysine 277 in the fidelity of tRNA aminoacylation by Escherichia coli valyl-tRNA synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/12475234	1331159924
1527014	The rfaC gene of Salmonella typhimurium. Cloning, sequencing, and enzymatic function in heptose transfer to lipopolysaccharide.	http://www.ncbi.nlm.nih.gov/pubmed/1527014	1331480223
7651424	The duplicated Saccharomyces cerevisiae gene SSM1 encodes a eucaryotic homolog of the eubacterial and archaebacterial L1 ribosomal proteins.	http://www.ncbi.nlm.nih.gov/pubmed/7651424	1331481374
2173911	A point mutation in norA gene is responsible for quinolone resistance in Staphylococcus aureus.	http://www.ncbi.nlm.nih.gov/pubmed/2173911	1331480807
8635740	Sequences of the genes encoding the A, B and C subunits of the Haemophilus influenzae dimethylsulfoxide reductase complex.	http://www.ncbi.nlm.nih.gov/pubmed/8635740	1331526988
8227000	Escherichia coli topoisomerase IV. Purification, characterization, subunit structure, and subunit interactions.	http://www.ncbi.nlm.nih.gov/pubmed/8227000	1331160049
8429912	A new factor related to TATA-binding protein has highly restricted expression patterns in Drosophila.	http://www.ncbi.nlm.nih.gov/pubmed/8429912	1331526945
8921881	The DNA polymerase-encoding gene from a thermoacidophilic archaeon Sulfolobus acidocaldarius.	http://www.ncbi.nlm.nih.gov/pubmed/8921881	1331527015
16861653	Inactivation of a two-component signal transduction system, SaeRS, eliminates adherence and attenuates virulence of Staphylococcus aureus.	http://www.ncbi.nlm.nih.gov/pubmed/16861653	1331480463
8550549	Crystal structure of S-adenosylmethionine synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/8550549	1331160049
17701900	Mutations in PRPS1, which encodes the phosphoribosyl pyrophosphate synthetase enzyme critical for nucleotide biosynthesis, cause hereditary peripheral neuropathy with hearing loss and optic neuropathy (cmtx5).	http://www.ncbi.nlm.nih.gov/pubmed/17701900	1331480572
11274109	Regulation of the acetoin catabolic pathway is controlled by sigma L in Bacillus subtilis.	http://www.ncbi.nlm.nih.gov/pubmed/11274109	1331159925
12107134	The baeSR two-component regulatory system activates transcription of the yegMNOB (mdtABCD) transporter gene cluster in Escherichia coli and increases its resistance to novobiocin and deoxycholate.	http://www.ncbi.nlm.nih.gov/pubmed/12107134	1331479883
2843375	Nucleotide sequence of the carA gene and regulation of the carAB operon in Salmonella typhimurium.	http://www.ncbi.nlm.nih.gov/pubmed/2843375	1331481010
2987847	Structure and function of the region of the replication origin of the Bacillus subtilis chromosome. III. Nucleotide sequence of some 10,000 base pairs in the origin region.	http://www.ncbi.nlm.nih.gov/pubmed/2987847	1331481041
3119495	Cloning and sequence analysis of cytadhesin P1 gene from Mycoplasma pneumoniae.	http://www.ncbi.nlm.nih.gov/pubmed/3119495	1331481112
7927717	Identification of a locus involved in the utilization of iron by Haemophilus influenzae.	http://www.ncbi.nlm.nih.gov/pubmed/7927717	1331526882
8360165	PEB1, the major cell-binding factor of Campylobacter jejuni, is a homolog of the binding component in gram-negative nutrient transport systems.	http://www.ncbi.nlm.nih.gov/pubmed/8360165	1331526932
11133942	The gdhB gene of Pseudomonas aeruginosa encodes an arginine-inducible NAD(+)-dependent glutamate dehydrogenase which is subject to allosteric regulation.	http://www.ncbi.nlm.nih.gov/pubmed/11133942	1331159926
9057836	Structure and regulation of ferredoxin-dependent glutamase synthase from Arabidopsis thaliana. Cloning of cDNA expression in different tissues of wild-type and gltS mutant strains, and light induction.	http://www.ncbi.nlm.nih.gov/pubmed/9057836	1331527029
3059712	Purification of isocitrate lyase from Saccharomyces cerevisiae.	http://www.ncbi.nlm.nih.gov/pubmed/3059712	1331481097
7510287	Clustering and co-transcription of the Bacillus subtilis genes encoding the aminoacyl-tRNA synthetases specific for glutamate and for cysteine and the first enzyme for cysteine biosynthesis.	http://www.ncbi.nlm.nih.gov/pubmed/7510287	1331160050
2318964	Nucleotide sequence of messenger RNA encoding human isovaleryl-coenzyme A dehydrogenase and its expression in isovaleric acidemia fibroblasts.	http://www.ncbi.nlm.nih.gov/pubmed/2318964	1331480865
9139918	Characterization of a glucose-repressed pyruvate kinase (Pyk2p) in Saccharomyces cerevisiae that is catalytically insensitive to fructose-1,6-bisphosphate.	http://www.ncbi.nlm.nih.gov/pubmed/9139918	1331527037
8002567	Cloning, sequencing, and expression in Escherichia coli of the Bacillus subtilis gene for phosphatidylserine synthase.	http://www.ncbi.nlm.nih.gov/pubmed/8002567	1331526890
1937751	DNA sequence and in vitro mutagenesis of the gene encoding the fructose-1,6-diphosphate-dependent L-(+)-lactate dehydrogenase of Streptococcus mutans.	http://www.ncbi.nlm.nih.gov/pubmed/1937751	1331480668
14532048	Utilization of acyl-homoserine lactone quorum signals for growth by a soil pseudomonad and Pseudomonas aeruginosa PAO1.	http://www.ncbi.nlm.nih.gov/pubmed/14532048	1331480113
18757797	Lactobacillus plantarum response to inorganic carbon concentrations: PyrR2-dependent and -independent transcription regulation of genes involved in arginine and nucleotide metabolism.	http://www.ncbi.nlm.nih.gov/pubmed/18757797	1331159927
8170390	Characterization of the dTDP-rhamnose biosynthetic genes encoded in the rfb locus of Shigella flexneri.	http://www.ncbi.nlm.nih.gov/pubmed/8170390	1331526911
8159786	Synechocystis PCC 6803 contains a single gene for the beta subunit of tryptophan synthase with strong homology to the trpB genes of Arabidopsis and maize (Zea mays L.).	http://www.ncbi.nlm.nih.gov/pubmed/8159786	1331526909
11112350	Human uroporphyrinogen-III synthase: genomic organization, alternative promoters, and erythroid-specific expression.	http://www.ncbi.nlm.nih.gov/pubmed/11112350	1331479685
2158323	The primary structure of human Rieske iron-sulfur protein of mitochondrial cytochrome bc1 complex deduced from cDNA analysis.	http://www.ncbi.nlm.nih.gov/pubmed/2158323	1331480794
1730062	The nucleotide sequence of leuB from Salmonella typhimurium.	http://www.ncbi.nlm.nih.gov/pubmed/1730062	1331480527
9446573	CobD, a novel enzyme with L-threonine-O-3-phosphate decarboxylase activity, is responsible for the synthesis of (R)-1-amino-2-propanol O-2-phosphate, a proposed new intermediate in cobalamin biosynthesis in Salmonella typhimurium LT2.	http://www.ncbi.nlm.nih.gov/pubmed/9446573	1331527070
1576986	Uroporphyrinogen decarboxylase in Saccharomyces cerevisiae. HEM12 gene sequence and evidence for two conserved glycines essential for enzymatic activity.	http://www.ncbi.nlm.nih.gov/pubmed/1576986	1331480310
12657645	Thermotoga maritima MazG protein has both nucleoside triphosphate pyrophosphohydrolase and pyrophosphatase activities.	http://www.ncbi.nlm.nih.gov/pubmed/12657645	1331159928
16385060	Electron transport in the pathway of acetate conversion to methane in the marine archaeon Methanosarcina acetivorans.	http://www.ncbi.nlm.nih.gov/pubmed/16385060	1331159928
2250660	Cloning and nucleotide sequence of the Salmonella typhimurium pepM gene.	http://www.ncbi.nlm.nih.gov/pubmed/2250660	1331480853
1684101	Identification of the CoA-modified forms of mitochondrial acetyl-CoA acetyltransferase and of glutamate dehydrogenase as nearest-neighbour proteins.	http://www.ncbi.nlm.nih.gov/pubmed/1684101	1331480459
11149948	The Arabidopsis-accelerated cell death gene ACD2 encodes red chlorophyll catabolite reductase and suppresses the spread of disease symptoms.	http://www.ncbi.nlm.nih.gov/pubmed/11149948	1331479693
15879711	Identification of a glucokinase that generates a major glucose phosphorylation activity in the cyanobacterium Synechocystis sp. PCC 6803.	http://www.ncbi.nlm.nih.gov/pubmed/15879711	1331480327
781296	Alteration of ribosomal protein S17 by mutation linked to neamine resistance in Escherichia coli. II. Localization of the amino acid replacement in protein S17 from a meaA mutant.	http://www.ncbi.nlm.nih.gov/pubmed/781296	1331160050
2034208	Characterization of an operon encoding succinyl-CoA synthetase and malate dehydrogenase from Thermus flavus AT-62 and its expression in Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/2034208	1331480724
8407811	Identification of a purC gene from Streptococcus pneumoniae.	http://www.ncbi.nlm.nih.gov/pubmed/8407811	1331526939
12068099	The branched-chain amino acid transaminase gene family in Arabidopsis encodes plastid and mitochondrial proteins.	http://www.ncbi.nlm.nih.gov/pubmed/12068099	1331479876
11747448	Evolution of enzymatic activities in the enolase superfamily: crystal structures of the L-Ala-D/L-Glu epimerases from Escherichia coli and Bacillus subtilis.	http://www.ncbi.nlm.nih.gov/pubmed/11747448	1331159930
9734305	The phbC (poly-beta-hydroxybutyrate synthase) gene of Rhizobium (Sinorhizobium) meliloti and characterization of phbC mutants.	http://www.ncbi.nlm.nih.gov/pubmed/9734305	1331527096
7042386	The primary structure of elongation factor G from Escherichia coli. A complete amino acid sequence.	http://www.ncbi.nlm.nih.gov/pubmed/7042386	1331160051
1317381	Cloning, sequencing, and transcriptional regulation of viuA, the gene encoding the ferric vibriobactin receptor of Vibrio cholerae.	http://www.ncbi.nlm.nih.gov/pubmed/1317381	1331480025
9829929	Gene cloning and characterization of recombinant RNase HII from a hyperthermophilic archaeon.	http://www.ncbi.nlm.nih.gov/pubmed/9829929	1331527103
15491161	Heme O synthase and heme A synthase from Bacillus subtilis and Rhodobacter sphaeroides interact in Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/15491161	1331480264
10545099	Complex formation of MukB, MukE and MukF proteins involved in chromosome partitioning in Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/10545099	1331479515
8244973	Characterization of the Streptococcus pneumoniae maltosaccharide regulator MalR, a member of the LacI-GalR family of repressors displaying distinctive genetic features.	http://www.ncbi.nlm.nih.gov/pubmed/8244973	1331526918
17020588	Regulated intramembrane proteolysis of FtsL protein and the control of cell division in Bacillus subtilis.	http://www.ncbi.nlm.nih.gov/pubmed/17020588	1331480482
9278442	Human lysyl-tRNA synthetase accepts nucleotide 73 variants and rescues Escherichia coli double-defective mutant.	http://www.ncbi.nlm.nih.gov/pubmed/9278442	1331527051
8985185	SurA, a periplasmic protein with peptidyl-prolyl isomerase activity, participates in the assembly of outer membrane porins.	http://www.ncbi.nlm.nih.gov/pubmed/8985185	1331527021
11098152	Biochemical characterization, cloning, and sequencing of ADP-dependent (AMP-forming) glucokinase from two hyperthermophilic archaea, Pyrococcus furiosus and Thermococcus litoralis.	http://www.ncbi.nlm.nih.gov/pubmed/11098152	1331159931
17890314	Amino acid toxicities of Escherichia coli that are prevented by leucyl-tRNA synthetase amino acid editing.	http://www.ncbi.nlm.nih.gov/pubmed/17890314	1331159931
18469096	Substrate specificity of the 3-methylcrotonyl coenzyme A (CoA) and geranyl-CoA carboxylases from Pseudomonas aeruginosa.	http://www.ncbi.nlm.nih.gov/pubmed/18469096	1331159931
12391722	Molecular cloning and sequencing of the human heme-regulated eukaryotic initiation factor 2 alpha (eIF-2 alpha) kinase from bone marrow culture.	http://www.ncbi.nlm.nih.gov/pubmed/12391722	1331479911
6309138	Mutations in the uncE gene affecting assembly of the c-subunit of the adenosine triphosphatase of Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/6309138	1331160052
1991724	Activity of the nicotinamide mononucleotide transport system is regulated in Salmonella typhimurium.	http://www.ncbi.nlm.nih.gov/pubmed/1991724	1331159931
12900023	Construction of a genetically engineered microorganism for CO2 fixation using a Rhodopseudomonas/Escherichia coli shuttle vector.	http://www.ncbi.nlm.nih.gov/pubmed/12900023	1331479996
10527934	An extremely thermostable aldolase from Sulfolobus solfataricus with specificity for non-phosphorylated substrates.	http://www.ncbi.nlm.nih.gov/pubmed/10527934	1331479510
1857212	The surface-located YopN protein is involved in calcium signal transduction in Yersinia pseudotuberculosis.	http://www.ncbi.nlm.nih.gov/pubmed/1857212	1331480628
8241273	Cloning and sequence analysis of a full length cDNA encoding human mitochondrial 3-oxoacyl-CoA thiolase.	http://www.ncbi.nlm.nih.gov/pubmed/8241273	1331526918
1651131	Nucleotide sequence of a cDNA clone encoding chloroplast fructose-1,6-bisphosphatase from Arabidopsis thaliana.	http://www.ncbi.nlm.nih.gov/pubmed/1651131	1331480421
15539408	Structures of dCTP deaminase from Escherichia coli with bound substrate and product: reaction mechanism and determinants of mono- and bifunctionality for a family of enzymes.	http://www.ncbi.nlm.nih.gov/pubmed/15539408	1331159932
7711903	A putative new peptide synthase operon in Bacillus subtilis: partial characterization.	http://www.ncbi.nlm.nih.gov/pubmed/7711903	1331481397
6379605	Nucleotide sequence of the rpoA-rplQ DNA of Escherichia coli: a second regulatory binding site for protein S4?	http://www.ncbi.nlm.nih.gov/pubmed/6379605	1331160053
19348502	Biosynthesis of UDP-GlcNAc(3NAc)A by WbpB, WbpE, and WbpD: enzymes in the Wbp pathway responsible for O-antigen assembly in Pseudomonas aeruginosa PAO1.	http://www.ncbi.nlm.nih.gov/pubmed/19348502	1331159932
2556376	Cloning and expression of a Bacillus subtilis division initiation gene for which a homolog has not been identified in another organism.	http://www.ncbi.nlm.nih.gov/pubmed/2556376	1331480935
8463246	Molecular characterization of hasB from an operon required for hyaluronic acid synthesis in group A streptococci. Demonstration of UDP-glucose dehydrogenase activity.	http://www.ncbi.nlm.nih.gov/pubmed/8463246	1331526955
20004262	Manganese regulation of virulence factors and oxidative stress resistance in Neisseria gonorrhoeae.	http://www.ncbi.nlm.nih.gov/pubmed/20004262	1331159933
10348872	Characterization of colicin S4 and its receptor, OmpW, a minor protein of the Escherichia coli outer membrane.	http://www.ncbi.nlm.nih.gov/pubmed/10348872	1331479453
10200269	Oligoribonuclease is an essential component of the mRNA decay pathway.	http://www.ncbi.nlm.nih.gov/pubmed/10200269	1331479438
2115869	The ilvIH operon of Escherichia coli is positively regulated.	http://www.ncbi.nlm.nih.gov/pubmed/2115869	1331480760
11778051	Role of cell-specific SpoIIIE assembly in polarity of DNA transfer.	http://www.ncbi.nlm.nih.gov/pubmed/11778051	1331479820
19043582	Trans-translation in Helicobacter pylori: essentiality of ribosome rescue and requirement of protein tagging for stress resistance and competence.	http://www.ncbi.nlm.nih.gov/pubmed/19043582	1331159934
10383384	Functional effect of deletion and mutation of the Escherichia coli ribosomal RNA and tRNA pseudouridine synthase RluA.	http://www.ncbi.nlm.nih.gov/pubmed/10383384	1331479461
375010	DNA sequence of the transposable element IS1.	http://www.ncbi.nlm.nih.gov/pubmed/375010	1331481187
9765575	Novel rkp gene clusters of Sinorhizobium meliloti involved in capsular polysaccharide production and invasion of the symbiotic nodule: the rkpK gene encodes a UDP-glucose dehydrogenase.	http://www.ncbi.nlm.nih.gov/pubmed/9765575	1331527098
19366704	Catalytic properties of RNase BN/RNase Z from Escherichia coli: RNase BN is both an exo- and endoribonuclease.	http://www.ncbi.nlm.nih.gov/pubmed/19366704	1331159939
2228962	Cloning, mapping, and sequencing of the gene encoding Escherichia coli quinoprotein glucose dehydrogenase.	http://www.ncbi.nlm.nih.gov/pubmed/2228962	1331480847
1857417	Structural basis of anticodon loop recognition by glutaminyl-tRNA synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/1857417	1331159939
6312271	DNA sequences of and complementation by the tnpR genes of Tn21, Tn501 and Tn1721.	http://www.ncbi.nlm.nih.gov/pubmed/6312271	1331481254
17092944	Regulatory interplay between proton motive force, ADP, phosphate, and subunit epsilon in bacterial ATP synthase.	http://www.ncbi.nlm.nih.gov/pubmed/17092944	1331159940
9579062	A 35.7 kb DNA fragment from the Bacillus subtilis chromosome containing a putative 12.3 kb operon involved in hexuronate catabolism and a perfectly symmetrical hypothetical catabolite-responsive element.	http://www.ncbi.nlm.nih.gov/pubmed/9579062	1331527080
2013403	Nucleotide sequence analysis of a chloramphenicol-resistance determinant from Agrobacterium tumefaciens and identification of its gene product.	http://www.ncbi.nlm.nih.gov/pubmed/2013403	1331480720
15896662	Biochemical and genetic characterization of four cases of hereditary coproporphyria in Spain.	http://www.ncbi.nlm.nih.gov/pubmed/15896662	1331480330
7540886	cDNA structure, tissue-specific expression, and chromosomal localization of the murine band 7.2b gene.	http://www.ncbi.nlm.nih.gov/pubmed/7540886	1331481322
14573700	Identification of functional similarities between proteins using directed evolution.	http://www.ncbi.nlm.nih.gov/pubmed/14573700	1331159940
9312006	Properties of KvLQT1 K+ channel mutations in Romano-Ward and Jervell and Lange-Nielsen inherited cardiac arrhythmias.	http://www.ncbi.nlm.nih.gov/pubmed/9312006	1331527054
9125497	The structure of the cytidine deaminase-product complex provides evidence for efficient proton transfer and ground-state destabilization.	http://www.ncbi.nlm.nih.gov/pubmed/9125497	1331527036
3141743	Nucleotide sequence of the structural gene for class I pilin from Neisseria meningitidis: homologies with the pilE locus of Neisseria gonorrhoeae.	http://www.ncbi.nlm.nih.gov/pubmed/3141743	1331481120
10952982	3-Deoxy-D-manno-oct-2-ulosonic acid (Kdo) transferase (WaaA) and kdo kinase (KdkA) of Haemophilus influenzae are both required to complement a waaA knockout mutation of Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/10952982	1331479639
8158270	Cloning and characterization of the choline acetyltransferase structural gene (cha-1) from C. elegans.	http://www.ncbi.nlm.nih.gov/pubmed/8158270	1331526909
7783614	Identification of a novel cellulose-binding domain within the multidomain 120 kDa xylanase XynA of the hyperthermophilic bacterium Thermotoga maritima.	http://www.ncbi.nlm.nih.gov/pubmed/7783614	1331481433
11738040	Structure of the universal stress protein of Haemophilus influenzae.	http://www.ncbi.nlm.nih.gov/pubmed/11738040	1331479812
11714910	Structure and dynamics of translation initiation factor aIF-1A from the archaeon Methanococcus jannaschii determined by NMR spectroscopy.	http://www.ncbi.nlm.nih.gov/pubmed/11714910	1331479804
16617058	Pseudomonas aeruginosa porin OprF: properties of the channel.	http://www.ncbi.nlm.nih.gov/pubmed/16617058	1331480437
2838463	Structure of the gene encoding phosphoribosylpyrophosphate synthetase (prsA) in Salmonella typhimurium.	http://www.ncbi.nlm.nih.gov/pubmed/2838463	1331481002
8973367	Genomic organization of the rat aspartyl-tRNA synthetase gene family: a single active gene and several retropseudogenes.	http://www.ncbi.nlm.nih.gov/pubmed/8973367	1331527020
7890655	Cloning and characterization of a dihydrolipoamide acetyltransferase (E2) subunit of the pyruvate dehydrogenase complex from Arabidopsis thaliana.	http://www.ncbi.nlm.nih.gov/pubmed/7890655	1331526874
10681539	Molecular characterization of the non-biotin-containing subunit of 3-methylcrotonyl-CoA carboxylase.	http://www.ncbi.nlm.nih.gov/pubmed/10681539	1331479555
15489861	Shape-selective RNA recognition by cysteinyl-tRNA synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/15489861	1331159943
10075417	Antigenic characterization and cytolocalization of P35, the major Mycoplasma penetrans antigen.	http://www.ncbi.nlm.nih.gov/pubmed/10075417	1331479423
14575713	Crystal structure of Salmonella typhimurium 2-methylisocitrate lyase (PrpB) and its complex with pyruvate and Mg(2+).	http://www.ncbi.nlm.nih.gov/pubmed/14575713	1331480120
7883710	New beta-glucoside (bgl) genes in Bacillus subtilis: the bglP gene product has both transport and regulatory functions similar to those of BglF, its Escherichia coli homolog.	http://www.ncbi.nlm.nih.gov/pubmed/7883710	1331526874
10383406	Oxidizing side of the cyanobacterial photosystem I. Evidence for interaction between the electron donor proteins and a luminal surface helix of the PsaB subunit.	http://www.ncbi.nlm.nih.gov/pubmed/10383406	1331479461
1701430	Sequence of the pckA gene of Escherichia coli K-12: relevance to genetic and allosteric regulation and homology of E. coli phosphoenolpyruvate carboxykinase with the enzymes from Trypanosoma brucei and Saccharomyces cerevisiae.	http://www.ncbi.nlm.nih.gov/pubmed/1701430	1331480481
11953363	DsbA and DsbC are required for secretion of pertussis toxin by Bordetella pertussis.	http://www.ncbi.nlm.nih.gov/pubmed/11953363	1331479854
1762925	The DNA polymerase gene from the hyperthermophilic marine archaebacterium, Pyrococcus furiosus, shows sequence homology with alpha-like DNA polymerases.	http://www.ncbi.nlm.nih.gov/pubmed/1762925	1331480565
3146019	The mglB sequence of Salmonella typhimurium LT2; promoter analysis by gene fusions and evidence for a divergently oriented gene coding for the mgl repressor.	http://www.ncbi.nlm.nih.gov/pubmed/3146019	1331481122
9416600	Crystal structures of a marginally active thymidylate synthase mutant, Arg 126-->Glu.	http://www.ncbi.nlm.nih.gov/pubmed/9416600	1331160056
3444407	Sequence of a cDNA for mouse thymidylate synthase reveals striking similarity with the prokaryotic enzyme.	http://www.ncbi.nlm.nih.gov/pubmed/3444407	1331481155
7730286	Nucleoside diphosphate kinase from Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/7730286	1331160056
11717273	ADP-dependent phosphofructokinases in mesophilic and thermophilic methanogenic archaea.	http://www.ncbi.nlm.nih.gov/pubmed/11717273	1331159944
20363127	Expression and characterization of Mycobacterium tuberculosis methionine aminopeptidase type 1a.	http://www.ncbi.nlm.nih.gov/pubmed/20363127	1331159944
19119875	Reaction mechanism of the epsilon subunit of E. coli DNA polymerase III: insights into active site metal coordination and catalytically significant residues.	http://www.ncbi.nlm.nih.gov/pubmed/19119875	1331159944
10422831	Relating structure to thermodynamics: the crystal structures and binding affinity of eight OppA-peptide complexes.	http://www.ncbi.nlm.nih.gov/pubmed/10422831	1331479471
12899827	Mapping the active sites of bacterial translation initiation factor IF3.	http://www.ncbi.nlm.nih.gov/pubmed/12899827	1331159944
19717607	One of the two genes encoding nucleoid-associated HU proteins in Streptomyces coelicolor is developmentally regulated and specifically involved in spore maturation.	http://www.ncbi.nlm.nih.gov/pubmed/19717607	1331159944
19167989	Cloning, expression and immunogenicity of the translation initiation factor 3 homologue of Brucella abortus.	http://www.ncbi.nlm.nih.gov/pubmed/19167989	1331159945
6358221	Yeast carbamyl phosphate synthetase. Structure of the yeast gene and homology to Escherichia coli carbamyl phosphate synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/6358221	1331481271
2016746	Structure and evolution of a group of related aminoacyl-tRNA synthetases.	http://www.ncbi.nlm.nih.gov/pubmed/2016746	1331480721
2835585	Identification and sequencing of the Escherichia coli cet gene which codes for an inner membrane protein, mutation of which causes tolerance to colicin E2.	http://www.ncbi.nlm.nih.gov/pubmed/2835585	1331480997
9044261	Isolation and analysis of a gene encoding alpha-glucuronidase, an enzyme with a novel primary structure involved in the breakdown of xylan.	http://www.ncbi.nlm.nih.gov/pubmed/9044261	1331527027
10220877	Genetic and biochemical characterization of an operon involved in the biosynthesis of 3-deoxy-D-manno-octulosonic acid in Pseudomonas aeruginosa.	http://www.ncbi.nlm.nih.gov/pubmed/10220877	1331159946
4587210	The primary structure of ribosomal protein S4 from Escherichia coli.	http://www.ncbi.nlm.nih.gov/pubmed/4587210	1331160057
9869592	Identification of an efflux pump gene, pmrA, associated with fluoroquinolone resistance in Streptococcus pneumoniae.	http://www.ncbi.nlm.nih.gov/pubmed/9869592	1331527106
10366505	The 2.2 A structure of the rRNA methyltransferase ErmC' and its complexes with cofactor and cofactor analogs: implications for the reaction mechanism.	http://www.ncbi.nlm.nih.gov/pubmed/10366505	1331479457
11904177	Cysteinyl-tRNA formation and prolyl-tRNA synthetase.	http://www.ncbi.nlm.nih.gov/pubmed/11904177	1331159946
13679580	A noncognate aminoacyl-tRNA synthetase that may resolve a missing link in protein evolution.	http://www.ncbi.nlm.nih.gov/pubmed/13679580	1331480060
